track_id,track_name,predicted_label,predicted_probabilities,prob_0,prob_1,prob_2,prob_3,prob_4,weighted_probabilities,true_label,playcount,artist_name
TRLETMI128E078A47F,XO,3,"[0.014755578, 0.13609828, 0.09873867, 0.5490829, 0.20132455]",0.014755578,0.13609828,0.09873867,0.5490829,0.20132455,2.7861223,3,42.0,Beyoncé
TRXCYUG128E0782282,Hey Julie,4,"[0.011436005, 0.10965903, 0.11618637, 0.1691958, 0.5935228]",0.011436005,0.10965903,0.11618637,0.1691958,0.5935228,3.2237103,4,53.0,Fountains of Wayne
TRFFIIC128F428ADB2,My Own Worst Enemy,4,"[0.018765144, 0.2709192, 0.10804688, 0.20207667, 0.40019208]",0.018765144,0.2709192,0.10804688,0.20207667,0.40019208,2.6940112,4,77.0,Lit
TRDKMPV128F429FEF7,First Love Song,4,"[0.056091186, 0.049925134, 0.02745512, 0.05146146, 0.81506705]",0.056091186,0.049925134,0.02745512,0.05146146,0.81506705,3.5194879,4,129.0,Luke Bryan
TRZJBZR128F42996F2,The Takedown,2,"[0.020866556, 0.17449754, 0.4723539, 0.18983728, 0.1424447]",0.020866556,0.17449754,0.4723539,0.18983728,0.1424447,2.2584958,2,17.0,Yellowcard
TRUGPTB128F4248266,Ghost World,3,"[0.021774834, 0.17357785, 0.17072381, 0.45269224, 0.18123123]",0.021774834,0.17357785,0.17072381,0.45269224,0.18123123,2.5980272,3,25.0,Aimee Mann
TRYMRST128E078373F,Selling The Drama,2,"[0.013535455, 0.25095284, 0.47035876, 0.16914098, 0.09601196]",0.013535455,0.25095284,0.47035876,0.16914098,0.09601196,2.083141,2,21.0,Live
TRLSUZY128F428821C,Melancholy Mood,0,"[0.41208133, 0.22575913, 0.12670396, 0.1560743, 0.07938142]",0.41208133,0.22575913,0.12670396,0.1560743,0.07938142,1.2649157,0,7.0,Ziggy Marley
TRTGKUX128F1459D78,Brokenheartsville,4,"[0.34948853, 0.048685126, 0.07510236, 0.065426886, 0.4612971]",0.34948853,0.048685126,0.07510236,0.065426886,0.4612971,2.2403588,4,543.0,Joe Nichols
TRAUZFY128F42BCE57,No Good in Goodbye,4,"[0.04363444, 0.03737893, 0.038542256, 0.03303538, 0.84740907]",0.04363444,0.03737893,0.038542256,0.03303538,0.84740907,3.603206,4,48.0,The Script
TREWEOH128F145ACE4,Take No Prisoners,0,"[0.4694871, 0.23212297, 0.13909927, 0.07340544, 0.085885204]",0.4694871,0.23212297,0.13909927,0.07340544,0.085885204,1.0740786,0,5.0,Megadeth
TRNPVZD128EF3570CD,Songs About Rain,4,"[0.055956587, 0.055307366, 0.047886238, 0.053567443, 0.78728235]",0.055956587,0.055307366,0.047886238,0.053567443,0.78728235,3.4609115,4,203.0,Gary Allan
TRQEBRP12903CADD6C,Sky Might Fall,4,"[0.24871077, 0.07892533, 0.10715833, 0.07855681, 0.48664868]",0.24871077,0.07892533,0.10715833,0.07855681,0.48664868,2.4755073,4,250.0,Kid Cudi
TRDHRFQ128F932A79A,Fire Eye'd Boy,1,"[0.01535814, 0.5251317, 0.1299809, 0.24741411, 0.08211508]",0.01535814,0.5251317,0.1299809,0.24741411,0.08211508,1.8557962,1,10.0,Broken Social Scene
TRRMRGL128EF344BF4,Citizens Of Tomorrow,1,"[0.015116463, 0.5229149, 0.17413235, 0.20108165, 0.08675461]",0.015116463,0.5229149,0.17413235,0.20108165,0.08675461,1.8214431,1,12.0,Tokyo Police Club
TRFFTKR12903CE3144,Hicktown,4,"[0.025223602, 0.026899742, 0.039246418, 0.020652885, 0.88797736]",0.025223602,0.026899742,0.039246418,0.020652885,0.88797736,3.7192607,4,134.0,Jason Aldean
TRXZZDG128F14AE20F,When Everything Falls,0,"[0.62409216, 0.15478905, 0.056973502, 0.123041034, 0.04110414]",0.62409216,0.15478905,0.056973502,0.123041034,0.04110414,0.8022757,0,5.0,Haste the Day
TRXHDNL128EF3570CC,Right Where I Need To Be,4,"[0.092140414, 0.07470724, 0.09028026, 0.15265612, 0.5902159]",0.092140414,0.07470724,0.09028026,0.15265612,0.5902159,3.0740998,4,314.0,Gary Allan
TRNIIAQ128F426376F,Modern Day Bonnie And Clyde,4,"[0.04453148, 0.04650286, 0.054115694, 0.04710521, 0.8077448]",0.04453148,0.04650286,0.054115694,0.04710521,0.8077448,3.527029,4,60.0,Travis Tritt
TREYJNS12903CF4487,Vodka Inferno,0,"[0.43536505, 0.09461205, 0.089774385, 0.11498733, 0.26526114]",0.43536505,0.09461205,0.089774385,0.11498733,0.26526114,1.6801674,0,4.0,Diablo Swing Orchestra
TRVHPEU128F42882B2,Player's Ball,4,"[0.20515297, 0.13150983, 0.13971795, 0.10717839, 0.41644084]",0.20515297,0.13150983,0.13971795,0.10717839,0.41644084,2.3982444,4,60.0,OutKast
TRVBLYP128F92EDE2A,If These Bullets Could Talk,0,"[0.5490658, 0.10985991, 0.16148977, 0.095894784, 0.08368964]",0.5490658,0.10985991,0.16148977,0.095894784,0.08368964,1.0552824,0,7.0,The Number Twelve Looks Like You
TRUUVIA128F4292158,Observation Slave,0,"[0.5718208, 0.18417785, 0.056346107, 0.0529544, 0.13470086]",0.5718208,0.18417785,0.056346107,0.0529544,0.13470086,0.9945367,0,5.0,Soilwork
TRJLEZM128F92E3FF7,Scene at the Open Air Market,0,"[0.4118579, 0.2923272, 0.09517202, 0.1203203, 0.0803226]",0.4118579,0.2923272,0.09517202,0.1203203,0.0803226,1.1649225,0,6.0,Thievery Corporation
