track_id,track_name,predicted_label,predicted_probabilities,prob_0,prob_1,prob_2,prob_3,prob_4,weighted_probabilities,true_label,playcount,artist_name
TRHHPCF12903CD47FD,Communication Part 3,4,"[0.19233151, 0.14643227, 0.19418313, 0.1535278, 0.31352535]",0.19233151,0.14643227,0.19418313,0.1535278,0.31352535,2.2494833,0,5.0,Armin van Buuren
TRBSBBC128F9328DBF,Just Might (Make Me Believe),4,"[0.061216194, 0.040305525, 0.094764076, 0.06854781, 0.73516643]",0.061216194,0.040305525,0.094764076,0.06854781,0.73516643,3.3761427,4,174.0,Sugarland
TRMYZPS128F1461E03,Ten Dollar High,3,"[0.22203319, 0.18279342, 0.20419638, 0.26185074, 0.1291262]",0.22203319,0.18279342,0.20419638,0.26185074,0.1291262,1.8932433,0,3.0,"Medeski, Martin and Wood"
TRIMYUE128F92EBF0B,Jeane,1,"[0.024654318, 0.37787652, 0.1572073, 0.13527651, 0.30498534]",0.024654318,0.37787652,0.1572073,0.13527651,0.30498534,2.318062,4,79.0,The Smiths
TRLSUZY128F428821C,Melancholy Mood,0,"[0.2420418, 0.19595747, 0.19993202, 0.2041446, 0.15792403]",0.2420418,0.19595747,0.19993202,0.2041446,0.15792403,1.8399514,3,26.0,Ziggy Marley
TRKLXXY128F9309607,Give Me A Sign,1,"[0.14687815, 0.4467768, 0.14398974, 0.15790713, 0.104448184]",0.14687815,0.4467768,0.14398974,0.15790713,0.104448184,1.6262705,4,77.0,Breaking Benjamin
TRAGLJW128F426465A,Where I Stand,4,"[0.15872853, 0.19496828, 0.16433577, 0.14108369, 0.34088376]",0.15872853,0.19496828,0.16433577,0.14108369,0.34088376,2.3104258,0,4.0,Days of the New
TRNEOHC128F4289D51,Checkered Floor,2,"[0.029467246, 0.22115378, 0.3502316, 0.28466296, 0.11448444]",0.029467246,0.22115378,0.3502316,0.28466296,0.11448444,2.2335436,3,23.0,Silversun Pickups
TRLNNSR128F427EFE0,Ponderosa,0,"[0.25210276, 0.17192414, 0.1936808, 0.15060297, 0.23168938]",0.25210276,0.17192414,0.1936808,0.15060297,0.23168938,1.9378521,3,33.0,Tricky
TRCQSDA12903CBB3EB,Puppets,0,"[0.33594128, 0.19065131, 0.21035044, 0.14370646, 0.11935052]",0.33594128,0.19065131,0.21035044,0.14370646,0.11935052,1.5198737,3,22.0,Atmosphere
TRHGSQD12903CAFC99,Death 9000,2,"[0.13854977, 0.18788497, 0.42818582, 0.1309116, 0.11446779]",0.13854977,0.18788497,0.42818582,0.1309116,0.11446779,1.8948627,2,15.0,Mux Mool
TRRUIKN128E078218F,Climbing Up the Walls,2,"[0.02327175, 0.15660623, 0.49612102, 0.19162391, 0.13237706]",0.02327175,0.15660623,0.49612102,0.19162391,0.13237706,2.2532282,2,17.0,Radiohead
TRKLWCM128F424107F,Rubicon,1,"[0.029230166, 0.30872253, 0.17614701, 0.21273878, 0.27316138]",0.029230166,0.30872253,0.17614701,0.21273878,0.27316138,2.3918786,2,15.0,VNV Nation
TRBRHTD12903CC6810,The Dethbridge in Lethbridge,1,"[0.017758645, 0.46257165, 0.31773376, 0.14654545, 0.05539051]",0.017758645,0.46257165,0.31773376,0.14654545,0.05539051,1.7592375,2,15.0,The Rural Alberta Advantage
TRBJOGT128F42396CC,A Sunday Smile,3,"[0.198063, 0.1696453, 0.08381752, 0.29419595, 0.25427827]",0.198063,0.1696453,0.08381752,0.29419595,0.25427827,2.2369814,4,405.0,Beirut
TRENNMY128F92CD942,The Inch,3,"[0.1610177, 0.15313469, 0.15903437, 0.3738076, 0.15300563]",0.1610177,0.15313469,0.15903437,0.3738076,0.15300563,2.2046487,0,5.0,Peaches
TRBNYBX128F422EC61,Hey There Delilah,1,"[0.026018396, 0.29719198, 0.2223571, 0.26477998, 0.18965259]",0.026018396,0.29719198,0.2223571,0.26477998,0.18965259,2.2948565,4,467.0,Plain White T's
