track_id,track_name,predicted_label,predicted_probabilities,prob_0,prob_1,prob_2,prob_3,prob_4,weighted_probabilities,true_label,playcount,artist_name
TRRIURM128F147B2BB,Homebird,2,"[0.04000321, 0.30114105, 0.45461324, 0.1514206, 0.052821912]",0.04000321,0.30114105,0.45461324,0.1514206,0.052821912,1.875917,2,14.0,Foy Vance
TRJCMTT128F42723B1,The Flower Duet,0,"[0.46246165, 0.11501735, 0.17759186, 0.14146385, 0.10346536]",0.46246165,0.11501735,0.17759186,0.14146385,0.10346536,1.308454,0,6.0,Charlotte Church
TRSGIYX128F149F01F,Medicating,1,"[0.034050427, 0.66645277, 0.123724714, 0.12742187, 0.048350256]",0.034050427,0.66645277,0.123724714,0.12742187,0.048350256,1.4895688,1,11.0,Boys Night Out
TRDCUZB128F4267347,Wütend Genug,0,"[0.5984959, 0.100552045, 0.09353858, 0.1513725, 0.056040943]",0.5984959,0.100552045,0.09353858,0.1513725,0.056040943,0.96591055,0,2.0,Wir sind Helden
TRBGCWK12903CB52E7,Epoca,0,"[0.4685099, 0.24382922, 0.09244141, 0.139031, 0.05618848]",0.4685099,0.24382922,0.09244141,0.139031,0.05618848,1.070559,0,5.0,Gotan Project
TRBZWKW128F934C617,Psychological Immorality,0,"[0.49788293, 0.12791783, 0.1921874, 0.13993049, 0.0420814]",0.49788293,0.12791783,0.1921874,0.13993049,0.0420814,1.1004097,0,5.0,Job for a Cowboy
TRUESII12903D051C5,The Drying of the Lawns,4,"[0.18148449, 0.120638646, 0.09136996, 0.10655218, 0.49995482]",0.18148449,0.120638646,0.09136996,0.10655218,0.49995482,2.6228542,4,79.0,The Tallest Man on Earth
TROVSNM128F9325D18,This Is What,1,"[0.03819249, 0.53976375, 0.13120013, 0.24845333, 0.042390373]",0.03819249,0.53976375,0.13120013,0.24845333,0.042390373,1.7170855,1,11.0,Emigrate
TROMNMH128F1459DF2,Almost Doesn't Count,0,"[0.80888414, 0.05330435, 0.074853875, 0.0381148, 0.02484285]",0.80888414,0.05330435,0.074853875,0.0381148,0.02484285,0.4167279,0,7.0,Brandy
TRISMIH128F428EFF1,It's Getting Boring By The Sea,1,"[0.04245172, 0.43688414, 0.30740452, 0.15916139, 0.05409827]",0.04245172,0.43688414,0.30740452,0.15916139,0.05409827,1.7455705,1,13.0,Blood Red Shoes
TRXVQAJ128F9316B65,Untangle,0,"[0.55147976, 0.09564286, 0.05603292, 0.19504601, 0.10179853]",0.55147976,0.09564286,0.05603292,0.19504601,0.10179853,1.2000408,0,5.0,Four Tet
TRTOUJZ128F147FCB8,Something Happened on the Way to Heaven,0,"[0.405373, 0.15161134, 0.24108188, 0.15408376, 0.047850017]",0.405373,0.15161134,0.24108188,0.15408376,0.047850017,1.2874265,0,6.0,Phil Collins
TRLJGPC128F426EA0A,Snow On The Sahara,0,"[0.5814689, 0.10347611, 0.124218926, 0.12991826, 0.060917795]",0.5814689,0.10347611,0.124218926,0.12991826,0.060917795,0.9853399,0,2.0,Anggun
TRCXVSI128F92D3192,No Dice,2,"[0.036379438, 0.26524252, 0.42723414, 0.22798719, 0.04315676]",0.036379438,0.26524252,0.42723414,0.22798719,0.04315676,1.9762994,2,17.0,Beirut
TROGOTM128F92F80D5,Start Shootin',0,"[0.60783744, 0.1522939, 0.111012794, 0.08612925, 0.042726606]",0.60783744,0.1522939,0.111012794,0.08612925,0.042726606,0.80361366,0,5.0,Little People
TRMFAWD128F932B11D,Coming Up Easy,0,"[0.40322614, 0.14761496, 0.22873652, 0.16910408, 0.0513183]",0.40322614,0.14761496,0.22873652,0.16910408,0.0513183,1.3176734,0,5.0,Paolo Nutini
TRNYILG12903CDE93B,Your Heart Is As Black As Night,4,"[0.10234077, 0.060144555, 0.06474655, 0.030356307, 0.7424118]",0.10234077,0.060144555,0.06474655,0.030356307,0.7424118,3.2503538,4,854.0,Melody Gardot
TRCKSNJ12903CCC3D2,No Cocaine,0,"[0.7267355, 0.10490195, 0.053309385, 0.071558475, 0.043494746]",0.7267355,0.10490195,0.053309385,0.071558475,0.043494746,0.60017514,0,4.0,Alborosie
TRFGYZI128F4243BFF,En Algún Lugar,0,"[0.4706843, 0.14197831, 0.101226665, 0.24175389, 0.044356853]",0.4706843,0.14197831,0.101226665,0.24175389,0.044356853,1.2471207,0,5.0,Duncan Dhu
TRMFXAY128F92F27DF,My One And Only Thrill,4,"[0.0761018, 0.056551505, 0.09235207, 0.023863606, 0.751131]",0.0761018,0.056551505,0.09235207,0.023863606,0.751131,3.3173704,4,930.0,Melody Gardot
TRPDXOE128F92E7476,Jealous Of The Moon,0,"[0.48445573, 0.13831852, 0.13744031, 0.12478373, 0.11500171]",0.48445573,0.13831852,0.13744031,0.12478373,0.11500171,1.2475572,0,6.0,Nickel Creek
TRYNNQG128F421CEAD,From Gagarin's Point Of View,0,"[0.44080228, 0.09920443, 0.17966087, 0.19008909, 0.09024328]",0.44080228,0.09920443,0.17966087,0.19008909,0.09024328,1.3897666,0,4.0,Esbjörn Svensson Trio
TRDIRFQ128F93382DF,Mightiest of Guns,0,"[0.47709548, 0.14937483, 0.11992111, 0.13171035, 0.121898144]",0.47709548,0.14937483,0.11992111,0.13171035,0.121898144,1.2719407,0,4.0,A.A. Bondy
TRTYADI128E0783821,Our Shangri-La,2,"[0.0301649, 0.22099206, 0.54937047, 0.1178528, 0.08161982]",0.0301649,0.22099206,0.54937047,0.1178528,0.08161982,1.9997708,2,16.0,Mark Knopfler
TRPBGJR128F92FA7FE,Welcome To Heartbreak,0,"[0.62763315, 0.1273308, 0.100528456, 0.104228586, 0.04027895]",0.62763315,0.1273308,0.100528456,0.104228586,0.04027895,0.80218923,0,4.0,Kanye West
TROVYRQ128F425FF58,Soundso,0,"[0.5276422, 0.2489648, 0.10986946, 0.083620995, 0.029902577]",0.5276422,0.2489648,0.10986946,0.083620995,0.029902577,0.839177,0,2.0,Wir sind Helden
TRRSXCR128F42918AB,Knights,2,"[0.03832894, 0.109356225, 0.5735452, 0.22080189, 0.05796776]",0.03832894,0.109356225,0.5735452,0.22080189,0.05796776,2.1507235,2,16.0,Crystal Castles
TRZOAYC128F92F1B4B,One Toy Soldier,4,"[0.14514938, 0.041282397, 0.04371786, 0.054648336, 0.7152021]",0.14514938,0.041282397,0.04371786,0.054648336,0.7152021,3.1534715,4,64.0,Enya
TRYIOWV128F92DE2D1,When The Night Comes,2,"[0.044990472, 0.33076602, 0.44688448, 0.10434389, 0.07301514]",0.044990472,0.33076602,0.44688448,0.10434389,0.07301514,1.8296273,2,14.0,Joe Cocker
TRIATLC128F93169F6,No Name #1,1,"[0.040083833, 0.42605996, 0.34233317, 0.12750046, 0.06402259]",0.040083833,0.42605996,0.34233317,0.12750046,0.06402259,1.7493181,1,12.0,Elliott Smith
TROXMUA128F1491A41,2 Become 1,0,"[0.49562326, 0.13828738, 0.19552343, 0.12965375, 0.04091224]",0.49562326,0.13828738,0.19552343,0.12965375,0.04091224,1.0819445,0,2.0,Spice Girls
TRYCSFD128F93169E8,Roman Candle,1,"[0.03983893, 0.5007694, 0.17672384, 0.22240503, 0.06026278]",0.03983893,0.5007694,0.17672384,0.22240503,0.06026278,1.7624832,1,12.0,Elliott Smith
TRCOLZV128F1453AD8,Tempus Vernum,4,"[0.23696318, 0.15364034, 0.07356872, 0.1300719, 0.40575585]",0.23696318,0.15364034,0.07356872,0.1300719,0.40575585,2.3140168,4,356.0,Enya
TRBZPAI128F932B9F4,Whatever it is,0,"[0.496565, 0.096726164, 0.25537333, 0.10498255, 0.046352856]",0.496565,0.096726164,0.25537333,0.10498255,0.046352856,1.107832,0,4.0,Zac Brown Band
TRHGWHS12903CC4552,Body of Years,1,"[0.035774797, 0.48287612, 0.2528541, 0.14280261, 0.08569241]",0.035774797,0.48287612,0.2528541,0.14280261,0.08569241,1.7597618,1,12.0,Mother Mother
TRSYAFJ128F92F3148,Die Lüge,0,"[0.41686842, 0.20836529, 0.09127348, 0.15172128, 0.13177152]",0.41686842,0.20836529,0.09127348,0.15172128,0.13177152,1.3731622,0,2.0,Annett Louisan
TRAAXOW128F931C2DC,Another Day,0,"[0.53443646, 0.10554409, 0.27851668, 0.047714707, 0.033788066]",0.53443646,0.10554409,0.27851668,0.047714707,0.033788066,0.94087386,0,3.0,Air
TRDSHHR128F92C700E,Ghost Under Rocks,2,"[0.02608528, 0.42040804, 0.4534157, 0.05727334, 0.042817563]",0.02608528,0.42040804,0.4534157,0.05727334,0.042817563,1.6703297,2,15.0,Ra Ra Riot
TRCIIUA128F93652FB,Wish I Stayed,0,"[0.6209141, 0.08915688, 0.1472131, 0.11283582, 0.029880045]",0.6209141,0.08915688,0.1472131,0.11283582,0.029880045,0.84161067,0,7.0,Ellie Goulding
TRHZMPR128F42A52CB,Challengers,2,"[0.028136348, 0.14556503, 0.57264787, 0.09864623, 0.15500458]",0.028136348,0.14556503,0.57264787,0.09864623,0.15500458,2.2068179,2,15.0,The New Pornographers
TRDMUWU128E078EDDB,Dumb,1,"[0.034594487, 0.42781252, 0.18690296, 0.3039553, 0.046734795]",0.034594487,0.42781252,0.18690296,0.3039553,0.046734795,1.9004235,1,13.0,Nirvana
TRFYVIE128F148C86E,Criminal,0,"[0.52241737, 0.30882883, 0.07011587, 0.05929761, 0.03934034]",0.52241737,0.30882883,0.07011587,0.05929761,0.03934034,0.78431475,0,5.0,Fiona Apple
TRPUTUB12903D06FEE,Me & Dean,0,"[0.4088923, 0.22740534, 0.17963591, 0.11006643, 0.07400006]",0.4088923,0.22740534,0.17963591,0.11006643,0.07400006,1.2128768,0,4.0,jj
TRRHIEW128E0795CD9,Bananeira,0,"[0.8306186, 0.08094583, 0.03140769, 0.031009924, 0.026017953]",0.8306186,0.08094583,0.03140769,0.031009924,0.026017953,0.3408628,0,4.0,Bebel Gilberto
TRWUSNP128F4289F8C,Welcome To Our New War,1,"[0.0475386, 0.5568871, 0.23909664, 0.10250325, 0.05397435]",0.0475386,0.5568871,0.23909664,0.10250325,0.05397435,1.5584877,1,12.0,Story of the Year
TRSAFNN128F423D481,Electric Bird,0,"[0.5730055, 0.12919931, 0.12613319, 0.12349964, 0.04816231]",0.5730055,0.12919931,0.12613319,0.12349964,0.04816231,0.9446138,0,5.0,Sia
TRQXVWZ128F933E701,Durch den Wald zum Bach Haus,0,"[0.5486352, 0.11547138, 0.07191712, 0.1973164, 0.0666599]",0.5486352,0.11547138,0.07191712,0.1973164,0.0666599,1.1178944,0,3.0,Blackmore's Night
TRKGCIA128F92C315D,Joe's Head,1,"[0.053936284, 0.46953434, 0.2938883, 0.10855269, 0.074088424]",0.053936284,0.46953434,0.2938883,0.10855269,0.074088424,1.6793227,1,12.0,Kings of Leon
TRAVLLN128F14744C0,If You Could Read My Mind,0,"[0.6131964, 0.09645712, 0.13955027, 0.11277118, 0.038025014]",0.6131964,0.09645712,0.13955027,0.11277118,0.038025014,0.8659713,0,4.0,Gordon Lightfoot
TRMNLLW128F92F80BB,Basique,0,"[0.50351965, 0.11998239, 0.15373388, 0.18289062, 0.039873496]",0.50351965,0.11998239,0.15373388,0.18289062,0.039873496,1.1356161,0,5.0,Little People
TRRQUUD128E0782C0D,It's Not Too Beautiful,2,"[0.036828436, 0.29331273, 0.49498388, 0.1275037, 0.047371276]",0.036828436,0.29331273,0.49498388,0.1275037,0.047371276,1.8552766,2,19.0,The Beta Band
TRKNNQP128EF3570CE,Smoke Rings In The Dark,0,"[0.48315233, 0.103959024, 0.1573459, 0.19279861, 0.06274412]",0.48315233,0.103959024,0.1573459,0.19279861,0.06274412,1.2480232,0,6.0,Gary Allan
TRBGNJF128F423C327,Deireadh An Tuath,4,"[0.049208622, 0.0204835, 0.02426236, 0.040246397, 0.86579907]",0.049208622,0.0204835,0.02426236,0.040246397,0.86579907,3.6529436,4,411.0,Enya
TRVLJJE128F933BB3B,You And Me Are Gone,0,"[0.42340422, 0.3583171, 0.10025297, 0.06961014, 0.048415568]",0.42340422,0.3583171,0.10025297,0.06961014,0.048415568,0.96131575,0,6.0,Jamie Cullum
TRESZJO128F92D7FA9,A Drifting Up,0,"[0.45574307, 0.12551077, 0.18269268, 0.1391024, 0.096951045]",0.45574307,0.12551077,0.18269268,0.1391024,0.096951045,1.2960075,0,5.0,Jon Hopkins
TRBIBLJ12903CCF436,Papa Don't Preach,0,"[0.5080681, 0.36487746, 0.056640804, 0.043824743, 0.026588894]",0.5080681,0.36487746,0.056640804,0.043824743,0.026588894,0.7159889,0,2.0,Madonna
TRRLMBZ128F42BA561,Human Behaviour,1,"[0.05182293, 0.45854452, 0.18672569, 0.21141063, 0.09149626]",0.05182293,0.45854452,0.18672569,0.21141063,0.09149626,1.8322128,1,13.0,Björk
TRRJAEJ12903CD3B87,Gryning,0,"[0.43097985, 0.11276923, 0.16963884, 0.2130005, 0.07361157]",0.43097985,0.11276923,0.16963884,0.2130005,0.07361157,1.3854947,0,2.0,Finntroll
TRQKHHD12903CBC062,Eleven Wives,0,"[0.5605469, 0.12535773, 0.19757885, 0.074081935, 0.04243472]",0.5605469,0.12535773,0.19757885,0.074081935,0.04243472,0.91250014,0,3.0,Avishai Cohen Trio
TRHLRMN12903CD02EC,Tonight (Nicola Conte New Jazz Version),0,"[0.57500476, 0.14265068, 0.11461335, 0.117293075, 0.050438136]",0.57500476,0.14265068,0.11461335,0.117293075,0.050438136,0.92550915,0,4.0,Koop
TROLJKM128E07911F2,Hopelessly Devoted To You,0,"[0.529161, 0.08895832, 0.087611146, 0.24034964, 0.05391991]",0.529161,0.08895832,0.087611146,0.24034964,0.05391991,1.2009091,0,5.0,Olivia Newton-John
TRKEKLH128F428ABD4,Always Coming Back Home to You,0,"[0.58727443, 0.21322174, 0.0752407, 0.08498431, 0.03927878]",0.58727443,0.21322174,0.0752407,0.08498431,0.03927878,0.77577114,0,5.0,Atmosphere
TRTGKUX128F1459D78,Brokenheartsville,0,"[0.52737826, 0.21939309, 0.14627284, 0.07262502, 0.034330744]",0.52737826,0.21939309,0.14627284,0.07262502,0.034330744,0.8671368,0,5.0,Joe Nichols
TRIPNHG128EF3453B8,Simple X,2,"[0.029553328, 0.088364296, 0.72009224, 0.12534429, 0.036645923]",0.029553328,0.088364296,0.72009224,0.12534429,0.036645923,2.0511653,2,17.0,Andrew Bird
TRGHNJM128F146930E,Bring Me Your Cup,0,"[0.5300458, 0.1080725, 0.17016555, 0.13459942, 0.05711665]",0.5300458,0.1080725,0.17016555,0.13459942,0.05711665,1.0806684,0,7.0,UB40
TRIPZDZ128F93330A7,Espera,0,"[0.5268823, 0.22583996, 0.16085856, 0.053640842, 0.03277843]",0.5268823,0.22583996,0.16085856,0.053640842,0.03277843,0.8395933,0,4.0,Animals as Leaders
TRZKOQI128F4271768,Hanging High,0,"[0.48457277, 0.15036589, 0.107555375, 0.14990146, 0.10760453]",0.48457277,0.15036589,0.107555375,0.14990146,0.10760453,1.2455992,0,7.0,Lykke Li
