track_id,track_name,predicted_label,predicted_probabilities,prob_0,prob_1,prob_2,prob_3,prob_4,weighted_probabilities,true_label,playcount,artist_name
TRHOJNV128F9310CF1,It's Raining Clouds,0,"[0.3367787, 0.15862375, 0.15799332, 0.09561839, 0.25098577]",0.3367787,0.15862375,0.15799332,0.09561839,0.25098577,1.7654086,1,8.0,Blockhead
TRXDUOG128F4258B33,Black Heroes,0,"[0.27979, 0.21676748, 0.15883319, 0.24631281, 0.09829651]",0.27979,0.21676748,0.15883319,0.24631281,0.09829651,1.6665583,0,6.0,Ratatat
TRRRVYU128F932C2EB,Arrabal,0,"[0.27596948, 0.120912366, 0.24616599, 0.18221676, 0.17473544]",0.27596948,0.120912366,0.24616599,0.18221676,0.17473544,1.8588364,0,5.0,Gotan Project
TRPXFJP128F93351EA,Siguiendo La Luna,0,"[0.41723594, 0.15568933, 0.29321688, 0.07400576, 0.05985208]",0.41723594,0.15568933,0.29321688,0.07400576,0.05985208,1.2035487,3,27.0,Los Fabulosos Cadillacs
TRLETMI128E078A47F,XO,3,"[0.014755578, 0.13609828, 0.09873867, 0.5490829, 0.20132455]",0.014755578,0.13609828,0.09873867,0.5490829,0.20132455,2.7861223,3,42.0,Beyoncé
TRYRRJF128E0793E80,Creature Of The Wheel,0,"[0.3639967, 0.33284664, 0.13532212, 0.08453765, 0.08329684]",0.3639967,0.33284664,0.13532212,0.08453765,0.08329684,1.1902912,1,9.0,White Zombie
TRWIKPM128F931F1D2,If It Means a Lot to You,3,"[0.017085481, 0.1526728, 0.15666597, 0.39226878, 0.28130695]",0.017085481,0.1526728,0.15666597,0.39226878,0.28130695,2.7680387,4,204.0,A Day to Remember
TRRNTGW12903CDE1A9,Get Sum,3,"[0.26610556, 0.08904259, 0.09873211, 0.43681598, 0.109303765]",0.26610556,0.08904259,0.09873211,0.43681598,0.109303765,2.0341697,1,10.0,Wiz Khalifa
TRIZQBQ128F92D2DD3,Broken Eyes,2,"[0.016419424, 0.2506106, 0.33785945, 0.2522381, 0.14287233]",0.016419424,0.2506106,0.33785945,0.2522381,0.14287233,2.254533,2,18.0,Concord Dawn
TRZVTUG128F1486A86,Uncle Jonny,1,"[0.017956859, 0.48471537, 0.22070274, 0.10255997, 0.17406504]",0.017956859,0.48471537,0.22070274,0.10255997,0.17406504,1.9300609,3,43.0,The Killers
TRLALLH128E079125D,Sweet Adeline,1,"[0.024113623, 0.31329376, 0.31129596, 0.24624135, 0.10505523]",0.024113623,0.31329376,0.31129596,0.24624135,0.10505523,2.0948305,1,12.0,Elliott Smith
TRONWWI128EF354F4B,Put It On Me,4,"[0.22628798, 0.12677462, 0.13543306, 0.2374704, 0.27403396]",0.22628798,0.12677462,0.13543306,0.2374704,0.27403396,2.2061877,0,6.0,Ja Rule
TRXCYUG128E0782282,Hey Julie,4,"[0.011436005, 0.10965903, 0.11618637, 0.1691958, 0.5935228]",0.011436005,0.10965903,0.11618637,0.1691958,0.5935228,3.2237103,4,53.0,Fountains of Wayne
TRFFIIC128F428ADB2,My Own Worst Enemy,4,"[0.018765144, 0.2709192, 0.10804688, 0.20207667, 0.40019208]",0.018765144,0.2709192,0.10804688,0.20207667,0.40019208,2.6940112,4,77.0,Lit
TRZZUBQ128F9351D51,Take What You Take,4,"[0.22664702, 0.120229505, 0.14758214, 0.14724515, 0.35829613]",0.22664702,0.120229505,0.14758214,0.14724515,0.35829613,2.2903137,4,186.0,Lily Allen
TRBXGHM128E0791287,One Headlight,2,"[0.017441167, 0.17159547, 0.27371085, 0.26848978, 0.26876265]",0.017441167,0.17159547,0.27371085,0.26848978,0.26876265,2.5995371,4,186.0,The Wallflowers
TRDFOTH128E0781EB3,Where's Summer B.?,3,"[0.022731638, 0.2407044, 0.20337494, 0.37622494, 0.15696408]",0.022731638,0.2407044,0.20337494,0.37622494,0.15696408,2.4039853,2,14.0,Ben Folds Five
TRPRIPV128F427719A,World Gone Mad,4,"[0.23283166, 0.120400116, 0.03852408, 0.11381284, 0.49443132]",0.23283166,0.120400116,0.03852408,0.11381284,0.49443132,2.516612,0,3.0,Bastille
TRQLJDE128E078DF33,So I Need You,1,"[0.020253997, 0.3758224, 0.3084669, 0.11936905, 0.17608766]",0.020253997,0.3758224,0.3084669,0.11936905,0.17608766,2.0552142,2,14.0,3 Doors Down
TRFRJTK128E078991E,Ironside,1,"[0.011326721, 0.4931684, 0.085309744, 0.3381164, 0.072078675]",0.011326721,0.4931684,0.085309744,0.3381164,0.072078675,1.9664518,3,41.0,Nine Black Alps
