track_id,track_name,predicted_label,predicted_probabilities,prob_0,prob_1,prob_2,prob_3,prob_4,weighted_probabilities,true_label,playcount,artist_name
TRBSBBC128F9328DBF,Just Might (Make Me Believe),4,"[0.061216194, 0.040305525, 0.094764076, 0.06854781, 0.73516643]",0.061216194,0.040305525,0.094764076,0.06854781,0.73516643,3.3761427,4,174.0,Sugarland
TRHGSQD12903CAFC99,Death 9000,2,"[0.13854977, 0.18788497, 0.42818582, 0.1309116, 0.11446779]",0.13854977,0.18788497,0.42818582,0.1309116,0.11446779,1.8948627,2,15.0,Mux Mool
TRRUIKN128E078218F,Climbing Up the Walls,2,"[0.02327175, 0.15660623, 0.49612102, 0.19162391, 0.13237706]",0.02327175,0.15660623,0.49612102,0.19162391,0.13237706,2.2532282,2,17.0,Radiohead
TRJYGVF128F145E19C,Martin Sheen Or JFK,1,"[0.020271063, 0.4383381, 0.3826601, 0.076610394, 0.082120314]",0.020271063,0.4383381,0.3826601,0.076610394,0.082120314,1.7619708,1,13.0,Yellowcard
TRPSFMW128F42AE12A,Not Ready To Make Nice,4,"[0.15955745, 0.0773833, 0.10951144, 0.11864962, 0.53489816]",0.15955745,0.0773833,0.10951144,0.11864962,0.53489816,2.7919478,4,197.0,Dixie Chicks
TRCSFFN128F92CE208,Throes of Perdition,0,"[0.5179442, 0.1525648, 0.114700064, 0.1272339, 0.0875571]",0.5179442,0.1525648,0.114700064,0.1272339,0.0875571,1.113895,0,5.0,Trivium
TRJAMTL12903CA4516,Cuddle Fuddle,1,"[0.021580687, 0.41761294, 0.09191507, 0.28009126, 0.18880007]",0.021580687,0.41761294,0.09191507,0.28009126,0.18880007,2.196917,1,11.0,Passion Pit
TRSQPSB128F92F34E3,Everlasting Everything,1,"[0.015507841, 0.4443085, 0.13787456, 0.24882504, 0.15348409]",0.015507841,0.4443085,0.13787456,0.24882504,0.15348409,2.0804691,1,11.0,Wilco
TRAEHNO128F933261F,Don't Fall,2,"[0.020101745, 0.27678436, 0.40426853, 0.09003956, 0.20880587]",0.020101745,0.27678436,0.40426853,0.09003956,0.20880587,2.1906636,2,18.0,The Chameleons
TRZLTKY128F1459D79,She Only Smokes When She Drinks,4,"[0.13754392, 0.052501928, 0.10879302, 0.09491492, 0.6062461]",0.13754392,0.052501928,0.10879302,0.09491492,0.6062461,2.9798172,4,128.0,Joe Nichols
TRNDKQV12903D051C9,A Lion's Heart,4,"[0.14621155, 0.14816068, 0.07371544, 0.18970841, 0.44220385]",0.14621155,0.14816068,0.07371544,0.18970841,0.44220385,2.633532,4,64.0,The Tallest Man on Earth
TRGNUSX12903CF7F86,MCs Can Kiss,3,"[0.14465567, 0.14346059, 0.16353345, 0.42237076, 0.12597957]",0.14465567,0.14346059,0.16353345,0.42237076,0.12597957,2.241558,3,33.0,Uffie
TRBHUSP128F4242DD0,Should've Been A Cowboy,4,"[0.056825813, 0.045185044, 0.04110879, 0.06881902, 0.7880613]",0.056825813,0.045185044,0.04110879,0.06881902,0.7880613,3.486105,4,119.0,Toby Keith
TRTLZCR128F92E4B15,Shop Vac,4,"[0.018079637, 0.11763237, 0.18013744, 0.25918072, 0.42496988]",0.018079637,0.11763237,0.18013744,0.25918072,0.42496988,2.955329,4,60.0,Jonathan Coulton
TRMGWRE128F429FEF5,We Rode In Trucks,4,"[0.051697336, 0.03911684, 0.04235672, 0.051484853, 0.8153442]",0.051697336,0.03911684,0.04235672,0.051484853,0.8153442,3.5396616,4,103.0,Luke Bryan
TRFMXWU128F427ABA8,Tougher Than The Rest,1,"[0.02728445, 0.4713548, 0.12797415, 0.23420201, 0.13918464]",0.02728445,0.4713548,0.12797415,0.23420201,0.13918464,1.9866478,1,10.0,Bruce Springsteen
TRCBSOO128F425A569,Ramlar,0,"[0.44013426, 0.29767483, 0.06282254, 0.07634141, 0.12302697]",0.44013426,0.29767483,0.06282254,0.07634141,0.12302697,1.1444521,0,2.0,Håkan Hellström
TRUOVRF128E07822E6,Lull,2,"[0.0140877785, 0.13140488, 0.46589938, 0.17416845, 0.21443957]",0.0140877785,0.13140488,0.46589938,0.17416845,0.21443957,2.4434671,2,18.0,Andrew Bird
TRBEGAN128F931C296,Ug,0,"[0.40549645, 0.21110469, 0.12941745, 0.13769667, 0.11628474]",0.40549645,0.21110469,0.12941745,0.13769667,0.11628474,1.3481686,0,6.0,Mr. Scruff
TRDNHAW128F429DB9A,The Ballad of Michael Valentine,3,"[0.023240542, 0.23766194, 0.11278529, 0.43623048, 0.19008176]",0.023240542,0.23766194,0.11278529,0.43623048,0.19008176,2.5322511,3,32.0,The Killers
TROUMHD128F9355B89,Obsessions,4,"[0.18826064, 0.10364968, 0.07533333, 0.1873732, 0.44538313]",0.18826064,0.10364968,0.07533333,0.1873732,0.44538313,2.5979686,4,156.0,Marina & the Diamonds
